ECLAC,,,
Argentina,ACIFI S.A.,Rental of Office Premises - Buenos Aires,"118,800.00"
Bosnia,UDRUZENJE CENTAR ZA RAZVOJ I PODRSKU,LEAP Tehnical Ass. LOT 4,"68,860.00"
Bosnia,UDRUZENJE POZITIVNE IGRA POSITIVE PLAY,Payment as per MCGA signed on 15th,"48,450.00"
Bosnia,UNIS GROUP,"Demilitarisation in Binas, Bug","63,920.00"
Bosnia,URBIS CENTAR DOO,Pre-Draft Plan of Srebrenica Munici,"34,260.00"
Bosnia,VIA MEDIA ADVERTISING AGENCY,provision of marketing services for,"51,510.00"
Bosnia,VIVA UDRUZENJE ZENA USTIPRACA,Payment as per MCGA signed on 15th,"43,750.00"
Bosnia,VODING 92 DOO,Voding 92 Bijeljina - 2nd payment,"74,530.00"
Bosnia,VODING 92 DOO,Voding 92 Bijeljina - 3rd payment,"74,530.00"
Bosnia,VODING 92 DOO,Voding 92 Bijeljina - Final payment,"74,530.00"
Botswana,BIDPA,Consultancy fee,"63,990.00"
Botswana,CRESTA BOSELE HOTEL,accommodation and Conference packag,"30,920.00"
Botswana,GOVERNMENT OF BOTSWANA,Computer software,"250,860.00"
Botswana,GOVERNMENT OF BOTSWANA,Expense Distribution,"694,730.00"
Botswana,GOVERNMENT OF BOTSWANA,Policy Advisor - P.Chibatamoto,"31,850.00"
Botswana,GOVERNMENT OF BOTSWANA,Reimbursement,"52,270.00"
Botswana,KALAHARI CONSERVATION SOCIETY,Micro Capital Grant  Agreement,"56,220.00"
Botswana,Kethuse Puso,(20% DSA instead of 100%),"30,050.00"
Botswana,PRIMETIME PROPERTY HOLDINGS LIMITED,FPA/FAO/HCR/AIDS/GEF RENT,"203,430.00"
Botswana,PRIMETIME PROPERTY HOLDINGS LIMITED,UNDP  USD35000,"35,000.00"
Botswana,PRIMETIME PROPERTY HOLDINGS LIMITED,VAT,"36,210.00"
Botswana,THE BIG FIVE,NHARSOC Workshop,"35,380.00"
Botswana,THE GRANDPALM HOTEL,NHASORC Conference,"52,380.00"
Brazil,ACE SEGURADORA S/A,CORRECT FUND TO 30071,"356,620.00"
Brazil,ACECO TI LTDA,SEGUNDO PRODUCTO SALA COFRE,"569,940.00"
Brazil,AGENDHA - ASSESS E GESTAO EM ESTUDO,ASSESSORIA E GESTÃO DE ESTUDOS DE N,"145,300.00"
Brazil,AGR Estruturadora de Projetos Ltda,Estruturação da PPP,"83,850.00"
Brazil,ANTONIO MANOEL TIMBO LIMA GOMES,CONTRATACAO DE CONSULTOR,"54,970.00"
Brazil,APACC,Saldo para 2010 Apacc,"45,200.00"
Brazil,ARCADIS TETRAPLAN S.A,Produto 1 - Documento abordand,"36,290.00"
Brazil,ARCADIS TETRAPLAN S.A,Produto 2 - Relatório intermed,"73,410.00"
Brazil,ARCADIS TETRAPLAN S.A,Produto 3 - Relatório intermed,"73,410.00"
Brazil,ARCADIS TETRAPLAN S.A,Produto 4 - Relatório intermed,"69,480.00"
Brazil,ARCADIS TETRAPLAN S.A,Produto 5 - Relatório final co,"94,430.00"
Brazil,ARINOS QUÍMICA LTDA.,Expense Distribution,"180,000.00"
Brazil,AS. DESENV. COMUN. POLICULTORES CATARINA,INSERCAO DE SALDO DA ASSOCIACAO POL,"38,300.00"
Brazil,ASSOC. DE POLICULTORES DE CAFARNAUM,ASSOCIAÇÃO DOS POLICULTORES DE CAFA,"54,780.00"
Brazil,ASSOCIAÇÃO DE SOFTWARE LIVRE.ORG,Expense Distribution,"33,240.00"
Brazil,ASSOCIAÇÃO DO POVO DA FLORESTA KABAN-EY,INSERCAO DE SALDO DA ASSOCIACAO KAB,"35,050.00"
Brazil,Associação Indígena dos Pequenos,ELABORAÇÃO DE MEMORANDO DE ENTENDIM,"41,820.00"
Brazil,ASSOCIAÇÃO INDIGENA FAMILIA JAMISILE DA,INSERCAO DE SALDO DA ASSOCIACA,"30,560.00"
Brazil,ATHOS EVENTOS LTDA,CORRECT ACCT TO 72145,"80,010.00"
Brazil,AUTARQUIA HOSPITALAR MUNICIPAL REGI,HOSPITAIS SENTINELA,"55,870.00"
Brazil,AUTARQUIA HOSPITALAR MUNICIPAL REGI,HOSPITAL SENTINELA,"58,140.00"
Brazil,B. GUY PETERS,Conjunto de textos (20-30) sob,"50,000.00"
Brazil,BSB SERVIÇOS CINE VIDEO LTDA,Criação e desenvolvimento de s,"86,980.00"
Brazil,CAPITAL GRAFICA E EDITORA LTDA-ME,"Projeto gráfico, diagramação e impr","49,170.00"
Brazil,CEAPAC C. D. A. A. P. DE A,saldo para 2010 Ceapac,"33,380.00"
Brazil,CEBRAP CENTRO BRASIL  ANALISE,SERVIÇO DE CONSULTORIA PARA CO,"42,200.00"
Brazil,CEDAC,saldo para 2010 Cedac,"64,800.00"
Brazil,CENTERPLAST CENTRAL DE PLASTICOS,Apoio a pequenos Empreedimento,"79,210.00"
Brazil,Central de Eventos Hotéis e Turismo,Seminário Estadual de Desenvol,"55,000.00"
Brazil,CHANNEL LOCACAO E EVENTOS LTDA-EPP,Contratação de empresa de even,"44,430.00"
Brazil,CHANNEL LOCACAO E EVENTOS LTDA-EPP,Contratação dos serviços de ho,"71,670.00"
Brazil,CHANNEL LOCACAO E EVENTOS LTDA-EPP,CONTRATAÇÃO INFRA-ESTRUTURA I FESTI,"156,230.00"
Brazil,CHANNEL LOCACAO E EVENTOS LTDA-EPP,I - REUNIÃO PARA AVALIAÇÃO DO,"56,640.00"
Brazil,CHANNEL LOCACAO E EVENTOS LTDA-EPP,II - REUNIÃO PARA AVALIAÇÃO DO,"39,530.00"
Brazil,CHANNEL LOCACAO E EVENTOS LTDA-EPP,"Realização de Evento,  em Belé","32,470.00"
Brazil,COMUNIDADE INDÍGENA MÃKRARÉ,MEMORANDO DE ENTENDIMENTO COMUNIDAD,"139,010.00"
Brazil,Conselho do Povo Indígena Potyguara,MEMORANDO DE ENTENDIMENTO ASSOCIAÇÃ,"44,890.00"
Brazil,CONSTRUTORA CONSTRUDIAS LTDA,Contratação de empresas para c,"40,910.00"
Brazil,CONSTRUTORA JI LTDA,Contratação de empresas para c,"44,650.00"
Brazil,CONSTRUTORA JI LTDA,Contratação de empresas para constr,"86,570.00"
Brazil,CONTECNICA CONSULTORIA TECNICA LTDA,Contrato Lisboa da Cunha III,"235,840.00"
Brazil,CONTECNICA CONSULTORIA TECNICA LTDA,Contrato Lisboa da Cunha IV,"161,380.00"
Brazil,CONTECNICA CONSULTORIA TECNICA LTDA,Contrato Lisboa da Cunha V,"118,250.00"
Brazil,CRISTAL GRÁFICA E FOTOLITO DIGITAL,Serviços de impressão e acabam,"31,900.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do primeiro produto co,"389,920.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do primeiro produto contrat,"383,500.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do quarto produto cont,"405,790.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do quarto produto contratad,"383,500.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do segundo produto con,"373,240.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do segundo produto contrata,"383,500.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do terceiro produto co,"408,170.00"
UNDP Continued,,,
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,Entrega do terceiro produto contrat,"383,500.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,PRODUTO 01,"34,130.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,PRODUTO 02,"43,400.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,PRODUTO 03,"34,130.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,PRODUTO 04,"43,400.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,PRODUTO 5,"1,150,490.00"
Brazil,DATAFOLHA INSTITUTO DE PESQUISA LTDA.,PRODUTO 6,"1,150,490.00"
Brazil,DATAMETRICA CONSULTORIA PESQUISA E,Estudos sobre os Centros de Co,"47,390.00"
Brazil,DATAMETRICA CONSULTORIA PESQUISA E,Estudos sobre os Centros de Convivê,"117,150.00"
Brazil,DBA ENGENHARIA DE SISTEMAS LTDA.,,"154,510.00"
Brazil,Ecomek Consultoria Empresarial e Meio,ELABORAÇÃO E ANALISE DO RESUMO,"47,790.00"
Brazil,Ecomek Consultoria Empresarial e Meio,OFICINA COM PESQUISADORES E EL,"43,830.00"
Brazil,Ecomek Consultoria Empresarial e Meio,REALIZAÇÃO DE REUNIÃO TÉCNICA,"37,310.00"
Brazil,EDUARDO BORGES MARTINS,Consultant fee,"37,500.00"
Brazil,Ei EVentos Inteligentes Ltda.,IPC-IG international workshop,"60,100.00"
Brazil,Ei EVentos Inteligentes Ltda.,IPC-IG international workshop - eve,"73,690.00"
Brazil,EMBAIXADA DO BRASIL PROJETO MALARIA,SUPRIMENTO DE FUNDOS,"37,650.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Adesão ao contrato da EBC - BRA 04/,"58,620.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Adesão ao contrato da EBC - BRA/04/,"219,780.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,EBC - Veiculação de publicação lega,"109,890.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Publicações Legais - EBC,"34,090.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Publicidade Legal EBC,"95,330.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Serviços de Comunicação - Publicaçõ,"44,690.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Serviços de comunicação e veiculaçã,"55,010.00"
Brazil,EMPRESA BRASIL DE COMUNICAÇÃO S/A,Serviços de veiculação de publicaçã,"48,300.00"
Brazil,FÁBIO WESLEY MELO,LINHA 2 -DONOR 11240,"37,850.00"
Brazil,FASE-MT,saldo para 2010 Fase MT,"32,760.00"
Brazil,FEC - FUNDACAO EUCLIDES DA CUNHA DE,Assinatura de carta de acordo com a,"47,460.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Aquisição de passagens aereas nacio,"1,169,590.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Emissão de bilhetes aéreos.,"209,890.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Emissão de passagens aéreas para at,"609,830.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Emissão de passagens.,"109,890.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,EMPRESA DE EMISSÃO DE PASSAGENS AÉR,"549,450.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,PASSAGENS AÉREAS,"32,970.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Passagens Aéreas,"134,750.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,PASSAGENS AÉREAS - BRA/07/G32 - sal,"34,120.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Passagens Aéreas 2010,"233,990.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Passagens Aéreas e Diárias,"351,210.00"
Brazil,FLYTOUR BUSINESS TRAVEL VIAG E TUR LTDA,Serviço de Agência de Viagens para,"139,660.00"
Brazil,FORÇA DELTA COM. DE EQUIP. MILITARES LTD,Aquisição de equipamentos para,"303,410.00"
Brazil,FOX ENGENHARIA E CONSULTORIA LTDA,Confecção de projetos executiv,"48,670.00"
Brazil,FUNDACAO C.D.D.H.BENTO RUBIAO,PRODUTO 18,"68,650.00"
Brazil,FUNDACAO C.D.D.H.BENTO RUBIAO,PRODUTO 19,"64,020.00"
Brazil,FUNDACAO C.D.D.H.BENTO RUBIAO,PRODUTO 20,"77,920.00"
Brazil,FUNDACAO C.D.D.H.BENTO RUBIAO,PRODUTO 25,"34,060.00"
Brazil,FUNDACAO COORDENACAO DE PROJETOS PESQUIS,PRODUTO 1 - PLANO DE TRABALHO,"46,790.00"
Brazil,FUNDACAO COORDENACAO DE PROJETOS PESQUIS,PRODUTO 1 - PLANO DE TRABALHO DETAL,"44,430.00"
Brazil,FUNDACAO COORDENACAO DE PROJETOS PESQUIS,PRODUTO 2 - APRESENTAÇÃO DO RESULTA,"155,520.00"
Brazil,FUNDACAO COORDENACAO DE PROJETOS PESQUIS,PRODUTO 3 - ESTUDO COMPARATIVO ENTR,"66,650.00"
Brazil,FUNDACAO COORDENACAO DE PROJETOS PESQUIS,PRODUTO 5 - APRESENTAÇÃO DE MATERIA,"155,520.00"
Brazil,FUNDAÇÃO DE AMPARO A PESQUISA E,ESTUDO PANORAMA PRONAF,"31,350.00"
Brazil,Fundação de Desenvolvimento da Pesquisa,Repasse de dinheiro de dinheiro por,"47,050.00"
Brazil,FUNDAÇÃO DE PESQUISAS FLORESTAIS DO,MEMORANDO DE ENTENDIMENTO FUNDAÇÃO,"139,380.00"
Brazil,FUNDACAO INSTITUTO DE ADMINISTRACAO,PAGTO PARCIAL CONT 5163-PROD 9,"40,730.00"
Brazil,FUNDACAO INSTITUTO DE ADMINISTRACAO,SALDO DO CONTRATO BRA 10 5163,"285,110.00"
Brazil,FUNDACAO INSTITUTO DE ADMINISTRACAO,SPAGTO PARC CONT 1590 - PROD 7,"79,670.00"
Brazil,FUNDACAO P O DES TECNOL DA ENGENHARIA,Produto 1 e 6,"39,790.00"
Brazil,Fundação Pró-Natureza,Caracterização Geral,"184,160.00"
Brazil,Fundação Pró-Natureza,Correct Account to 72125,"96,040.00"
Brazil,Fundação Pró-Natureza,Diagnóstico Ambiental,"90,760.00"
Brazil,Fundação Pró-Natureza,Diagnóstico Socioeconômico e Fundiá,"90,760.00"
Brazil,Fundação Pró-Natureza,Produto I - Relatório de carac,"96,040.00"
Brazil,Fundação Pró-Natureza,Produto I - Relatório de caracteriz,"96,040.00"
Brazil,Fundação Pró-Natureza,Produto II - Relatório de cara,"132,570.00"
Brazil,Fundação Pró-Natureza,Produto II - Relatório de caracteri,"128,050.00"
Brazil,Fundação Pró-Natureza,Produto III - Relatório de caracter,"96,040.00"
Brazil,Fundação Pró-Natureza,Relatório com Análise integrada do,"90,760.00"
Brazil,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,Assinatura de Carta de Acordo com a,"33,520.00"
Brazil,FUSP-  FUNDACAO DE APOIO À USP,Produto III - Relatório conten,"47,800.00"
Brazil,FUSP-  FUNDACAO DE APOIO À USP,"Produto IV - Consulta publica,","33,550.00"
Brazil,GANEM PRODUCOES E EVENTOS LTDA ME,Evento de encerramento e entre,"54,490.00"
Brazil,GARDEN TURISMO E EVENTOS LTDA,"CONTRATAÇÃO DE HOSPEDAGEM, LOC","138,690.00"
Brazil,Gas Informática Ltda,RELATÓRIO DE CONFORMIDADE,"32,440.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Correct Account to 72125,"125,540.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Estruturação da Base Físico-Te,"84,150.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Estruturação da Base Físico-Territo,"84,630.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Estruturação do Sistema de Informaç,"98,730.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Relatório Conclusivo e de Monitoram,"56,420.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Relatório de Apresentação de o,"41,380.00"
Brazil,GEMPI  GESTAO EMPRESARIAL E INFORMATICA,Relatório de Apresentação de opções,"42,310.00"
Brazil,Globo Tradução de Línguas Ltda.,"Serviços de versão, tradução, revis","53,160.00"
Brazil,GPE EVENTOS & CONSULTOIRA LTDA. - ME,Organização de evento em em Br,"39,230.00"
Brazil,GRAFICA E EDITORA BRASIL LTDA,"Serviço de revisão, editoração","88,000.00"
Brazil,GRAFICA E EDITORA BRASIL LTDA,"Serviço de revisão, editoração e im","164,810.00"
Brazil,GREENTEC CONJULT E PLAN AGRO-FLORESTAL E,INSERCAO DE SALDO DE 2009 P/ 2,"278,720.00"
Brazil,HERSA ENGENHARIA E SERVICOS LTDA,CORRECT FUND TO 30071,"836,300.00"
Brazil,HERSA ENGENHARIA E SERVICOS LTDA,OBRA  DE EXECUÇÃO DA INFRA-EST,"404,480.00"
Brazil,HOSPITAL REGIONAL DE SOBRADINHO,HOSPITAIS SENTINELA,"47,490.00"
Brazil,IDEORAMA DESIGN E COMUNICAÇÃO LTDA,Contratação de gráfica ou editora p,"30,260.00"
Brazil,IDOM Ingenieria y Consultoria,Estudo de Damanda,"60,520.00"
Brazil,ILHA SERVICE SERVICOS DE INFORMATICA,AQUISIÇÃO DE MICROCOMPUTADOR P,"50,700.00"
Brazil,INDUSTRIA MONTAGEM E INSTALACOES GIMI,CORRECT TO FUND 30071,"31,300.00"
Brazil,INST. INTERAMERICANO DE COOP AGRICULTURA,Apoio financeiro II MNDR,"600,000.00"
Brazil,INSTITUTO BRASILEIRO DE PROTECAO,Metrópole Saudável - Indicadores,"49,040.00"
Brazil,Instituto de Ensino Superior de Vitória,Assinatura de Carta de Acordo com a,"47,090.00"
Brazil,INSTITUTO DE ESTUDOS DA RELIGIÃO - ISER,CONTRATAÇÃO EMPRESA JORNADA DH,"971,080.00"
Brazil,INSTITUTO Equipe de Educadores,ELABORAÇÃO DE MEMORANDO DE ENTENDIM,"84,730.00"
Brazil,INSTITUTO SOCIO AMBIENTAL ISA,LOTE 9(SÃO PAULO) PLANEJAMENTO DO E,"36,910.00"
Brazil,INSTITUTO VIA PUBLICA,Pesquisa Quali-Quantitativa PA,"67,220.00"
Brazil,INSTITUTO VIA PUBLICA,Pesquisa Quali-Quantitativa PAIF -,"77,870.00"
Brazil,INTERNATIONAL FOOD POLICY RESEARCH,Avaliação de Impacto do PBF,"611,520.00"
Brazil,JGP Consultoria e Participações Ltda,Pagamento JGP,"146,580.00"
Brazil,JOSÉ ANTONIO DE SOUSA BATISTA,CONTRATAÇÃO CONSULTORIA 2010,"32,390.00"
Brazil,KATIA CRISTINA FAVILLA,CONTRATAÇÃO DA CONSULTORA KATIA CRI,"44,320.00"
Brazil,LCC CONSTRUTORA LTDA,RENT FOR UNDP CO PREMISES 2010,"383,160.00"
Brazil,LGE EDITORA LTDA,Impressão de 35 mil exemplares,"61,020.00"
Brazil,Logit Engenharia Consultiva Ltda,CORRECT FUND 51% TO 30071,"70,610.00"
Brazil,Logit Engenharia Consultiva Ltda,Pagamento LOGIT,"559,850.00"
Brazil,Machado Meyer Sendacz e Opice Advogados,Pagamento MMSO,"84,740.00"
Brazil,MAIS GRÁFICA E EDITORA LTDA,Serviços Gráficos - Publicação,"47,540.00"
Brazil,MARCEL SILVA BUCAR,Contratação de empresa para a,"37,790.00"
Brazil,MARCEL SILVA BUCAR,Contratação de empresa para a criaç,"225,260.00"
Brazil,META INSTITUTO DE PESQUISA DE OPINIÃO LT,Pesquisa sobre a Advocacia Pública,"68,820.00"
Brazil,META INSTITUTO DE PESQUISA DE OPINIÃO LT,Pesquisa sobre a Advocacia Pública,"78,650.00"
Brazil,MIDIA EXPRESS TRANSPORTE DE DOC LTDA,TRANSPORTES DE CARGAS,"37,570.00"
Brazil,MOVIMENTO DE ORG. COMUNITÁRIA MOC,INSERCAO DE SALDO  DA MOC,"39,240.00"
Brazil,MOVIMENTO INTERESTADUAL DAS QUEBRAD,EMPODERAMENTO ECONÔMICO DAS MU,"74,460.00"
Brazil,MOVIMENTO INTERESTADUAL DAS QUEBRAD,EMPODERAMENTO ECONÔMICO DAS MULHERE,"110,340.00"
Brazil,Mudanças cinco estrelas Ltda,Lote 01 - Armazenagem MG,"65,220.00"
Brazil,Mudanças cinco estrelas Ltda,Lote 02 - Armazenagem PE.,"76,090.00"
UNDP Continued,,,
Brazil,Mudanças cinco estrelas Ltda,Lote 03 - Armazenagem PR,"47,830.00"
Brazil,Mudanças cinco estrelas Ltda,Lote 04 - Armazenagem AM,"38,820.00"
Brazil,Mudanças cinco estrelas Ltda,Lote 05 - Armazenagem DF,"30,440.00"
Brazil,Nx3 CONSULTORIA IMP EXPORTAÇÃO LTDA,Elaboração de estudos/Invest.,"31,980.00"
Brazil,OFICINA OA SC LTDA,Entrega de Projeto de Arquitet,"48,150.00"
Brazil,OFICINA OA SC LTDA,Entrega de Projeto de Arquitetura L,"55,130.00"
Brazil,ONG PROJETO CALA BOCA JÁ MORREU,PRODUTO,"35,200.00"
Brazil,ORGANIZAÇÃO COMUNITÁRIA INDÍGENA KRENYÊ,MEMORANDO DE ENTENDIMENTO ORGANIZAÇ,"44,440.00"
Brazil,PARCELAS A PAGAR ATÉ 13o TERMO AD,Desenvolvimento do Sistema Int,"479,850.00"
Brazil,PARCELAS A PAGAR ATÉ 13o TERMO AD,Desenvolvimento do Sistema Integrad,"563,740.00"
Brazil,PLENA CONSULTORIA E PROJETOS LTDA,INSERCAO DE SALDO DE 2009 PARA,"82,050.00"
Brazil,PRICE WATERHOUSE,Construção e a implementação de um,"954,800.00"
Brazil,PROJET C4,SUPRIMENTO DE  FUNDOS,"75,000.00"
Brazil,PROJET C4,SUPRIMENTO DE FUNDOS,"125,000.00"
Brazil,PROJETO PNUD BRA/04/043 - TIMOR LESTE,SUPRIMENTO DE FUNDOS.,"139,090.00"
Brazil,PRYSMIAN TELECOMUNICACOES CABOS E SISTEM,Adquisición de Cables de Fibra,"1,121,300.00"
Brazil,PRYSMIAN TELECOMUNICACOES CABOS E SISTEM,Lote 1: Cable Multipar Aéreo,"1,348,610.00"
Brazil,PRYSMIAN TELECOMUNICACOES CABOS E SISTEM,Lote 2: Cable Multipar Subterr,"610,080.00"
Brazil,ROGERIO ERN,CONTRATAÇÃO CONSULTORIA 2010.,"30,180.00"
Brazil,SAHEL CONSTRUCTION,Décompte 1,"30,240.00"
Brazil,SAS INSTITUTE BRASIL LTDA,Aquisição de Solução Integrada,"889,690.00"
Brazil,SAS INSTITUTE BRASIL LTDA,Produto 2 - BI,"101,870.00"
Brazil,SAS INSTITUTE BRASIL LTDA,Produto 3 - BI,"50,940.00"
Brazil,SASOP,saldo para 2010 SASOP,"134,470.00"
Brazil,SEC.EST.SAUDE DISTRITO FEDERAL,PAGAMENTO HOSPITAL DE SOBRADIN,"49,420.00"
Brazil,SENAISP,SUPRIMENTO DE FUNDOS,"89,450.00"
Brazil,SENAI - PE,SUPRIMENTO DE FUNDOS,"1,599,600.00"
Brazil,SENAI MG,SUPRIMENTO DE FUNDOS,"815,200.00"
Brazil,SERGIO PAGANINI MARTINS,CONTRATAÇÃO CONSULTORIA 2010,"56,180.00"
Brazil,SERVIÇO NAC. APRENDIZAGEM INDUSTRIA,SUPRIMENTO DE FUNDOS,"81,200.00"
Brazil,SERVICO NACIONAL DE APRENDIZAGEM,SUPRIMENTO DE FUNDOS,"1,807,980.00"
Brazil,SERVICO NACIONAL DE APRENDIZAGEM INDUSTR,SALDO EM RELAÇÃO AO CONTRATO N,"83,100.00"
Brazil,SERVICO NACIONAL DE APRENDIZAGEM INDUSTR,SUPRIMENTO DE FUNDOS,"844,080.00"
Brazil,SERVICO NACIONAL DE APRENDIZAGEM INDUSTR,TRANSF. RECURSOS COMPL PARC 1,"65,400.00"
Brazil,SERVICO NACIONAL DE APRENDIZAGEM INDUSTR,TRANSF. RECURSOS COMPL. PARC 1,"496,720.00"
Brazil,SIA SSB SPA,Advance Payment,"175,980.00"
Brazil,SIGMA DATASERV INFORMÁTICA S/A,PRODUTO 11,"64,470.00"
Brazil,SIGMA DATASERV INFORMÁTICA S/A,PRODUTO 3,"60,670.00"
Brazil,SIGMA DATASERV INFORMÁTICA S/A,PRODUTO 6,"88,980.00"
Brazil,SIGMA DATASERV INFORMÁTICA S/A,PRODUTO 7,"115,680.00"
Brazil,SIGMA DATASERV INFORMÁTICA S/A,PRODUTO 8,"55,870.00"
Brazil,SIGMA DATASERV INFORMÁTICA S/A,PRODUTO 9,"55,870.00"
Brazil,SILVEIRA INDUSTRIAL,Apoio a pequenos Empreedimento,"106,910.00"
Brazil,SOLAR CONSULTORIA EM GESTAO E PESQUISAS,Capacitação de Conselheiros,"129,720.00"
Brazil,SOLUCAO INOX COMERCIO MANUTENCAO E,Apoio a pequenos Empreedimento,"322,370.00"
Brazil,STCP E. DE PROJETOS LTDA,INSERCAO DE SALDO DE 2009 P/ 2,"164,900.00"
Brazil,SUN & TOUR VIAGENS E EVENTOS LTDA,Serviços de apoio logístico ao,"68,880.00"
Brazil,SYLVIA REGINA DE C. EMYGDIO PEREIRA,PRODUTO 03,"31,980.00"
Brazil,TERRAGRAPH - B. DA COSTA FERREIRA,Expense Distribution,"38,560.00"
Brazil,TERRAGRAPH - B. DA COSTA FERREIRA,Produto 4: Plano de Ação Conso,"37,920.00"
Brazil,TOP COMERCIAL DE MANUFATURADOS E,Aquisição de Tanques F. Peixe,"42,530.00"
Brazil,TOP COMERCIO E SERVICOS EMPRESARIAIS,"Aquisição de tanques,  F . peixe.","43,480.00"
Brazil,TRANSFER LOGÍSTICA E TRANSP ESPECIAIS LT,1o Termo Aditivo - Aditar o va,"55,070.00"
Brazil,TRANSFER LOGÍSTICA E TRANSP ESPECIAIS LT,Contratação de empresa para ma,"275,370.00"
Brazil,TRANSFER LOGÍSTICA E TRANSP ESPECIAIS LT,Manuseio e distribuição de mat,"51,030.00"
Brazil,TRANSFER LOGÍSTICA E TRANSP ESPECIAIS LT,Manuseio e distribuição de materiai,"217,550.00"
Brazil,ULTRA DIGITAL GRAFICA E EDITORA LTDA,Contratação de empresa para pr,"32,030.00"
Brazil,UNIBAN - ACADEMIA PAULISTA ANCHIETA,Correct Account to 72145,"63,860.00"
Brazil,UNIBAN - ACADEMIA PAULISTA ANCHIETA,Produto 1 - Plano,"31,930.00"
Brazil,UNIBAN - ACADEMIA PAULISTA ANCHIETA,Produto 2 - Seleção dos alunos,"31,930.00"
Brazil,UNIBAN - ACADEMIA PAULISTA ANCHIETA,Produto 3 - Perfil dos selecio,"31,560.00"
Brazil,UNIBAN - ACADEMIA PAULISTA ANCHIETA,Produto 4 - Cerimônia de abert,"31,560.00"
Brazil,UNIQUE BRASIL GRAFICA EDITORA E TURISMO,Lote 1,"85,500.00"
Brazil,UNIQUE BRASIL GRAFICA EDITORA E TURISMO,Lote 5,"51,910.00"
Brazil,URANO DO BRASIL IND. COM. EXP. IMP. LTDA,2.Aquisição de Equipamentos pa,"75,710.00"
Brazil,VIDA EQUIPAMENTOS DE SEG E PREC LTDA,"Lote 1 - materiais, bens e/ou","47,900.00"
Brazil,VITAE CIVILIS - INST. P DESENV. MEIO AMB,subsidiar os trabalhos da SAIC,"169,910.00"
Brazil,VITAE CIVILIS - INST. P DESENV. MEIO AMB,subsidiar os trabalhos da SAIC/MMA,"232,260.00"
Brazil,VITORIA DISTRIBUIDORA DE JORNALISTAS,Manuseio e distribuição de 30,"68,720.00"
Brazil,VOLNEI PORFÍRIO DA SILVA,CONTRATAÇÃO CONSULTORIA 2010,"34,730.00"
Bulgaria,56192 - DEMO PROJECT PANEL BLOCKS,FR 01.03.2010-31.03.2010,"75,910.00"
Bulgaria,56192 - DEMO PROJECT PANEL BLOCKS,FR 01.06.2010 - 30.06.2010,"30,120.00"
Bulgaria,56192 - DEMO PROJECT PANEL BLOCKS,FR November 2010,"127,070.00"
